Name,Author,Image Link,Synopsis,Tags
"Mistakes Were Made [Remorseful Demon King Reincarnation]","DocteurNS","https://www.royalroadcdn.com/public/covers-large/mistakes-were-made-aabaqeuemrq.jpg?time=1705506595","Kaydence never wanted to be reborn. Now, two millennia after her defeat and death, she is forced to reckon with a world that moved on from the carnage she once wrought. Tormented by all the mistakes she made in the past, she wishes only to pass her new life quietly until the gods claim her soul. However, the world at large may not agree to leave her alone.","Reincarnation, Psychological, Female Lead, Secret Identity, Strong Lead, Adventure, Drama, Fantasy, High Fantasy, Magic"
"Ivil Antagonist","RavensDagger","https://www.royalroadcdn.com/public/covers-large/79167-ivil-antagonist.jpg?time=1712049287","Ivil Antagonist has everything a woman could want. Power enough to blanket out suns and turn worlds into molten hells, a fleet of warships at her command, and the fear of an entire space-faring nation.But she's silently growing tired of being at the top. There is no place more lonely for someone who has killed all of the competition, and she knows that it will be impossible to find an equal.And so, Ivil Antagonist takes a great risk, asking a powerful oracle a simple question: ""Where can I find true love?""Features include:OP MCOP lesbiansOP Space clownsSpace Pirates!Probably some cute stuff?... Okay, so definitely some cute stuff. Just a lil' though.","Progression, Anti-Hero Lead, Space Opera, War and Military, Comedy, Romance, Satire, Sci-fi, Attractive Lead, Cyberpunk, Dystopia, Female Lead, Genetically Engineered, Magic, Ruling Class, Slice of Life, Soft Sci-fi, Villainous Lead"
"World Tree Apocalypse: A Pilot In Another World LitRPG","Razzmatazz","https://www.royalroadcdn.com/public/covers-large/world-tree-apocalypse-a-pilot-in-another-world.jpg?time=1689165021","When a pilot with no name breaks through a rift to a dying world, he and his experimental fighter-plane become the only things in the way of a horrific army of monsters that is marching to burn down the mystical world tree and kill its keeper as the final symbol of their grim victory.","LitRPG, Portal Fantasy / Isekai, Dungeon, Post Apocalyptic, Anti-Hero Lead, Action, Adventure, Fantasy, Psychological, GameLit, High Fantasy, Magic, Male Lead, Progression, Reincarnation, Slice of Life, Strategy, Strong Lead, War and Military"
"Lost In Translation","Dissonance","https://www.royalroadcdn.com/public/covers-full/41511-lost-in-translation.jpg?time=1623947365","If you're one to travel the roads, you may have heard of me. You may have heard my Names in the stories, the songs, and the whispers of the road. Perhaps you've even seen me during my travels, speaking to a bird of blue light, or on a city street, performing small acts for coin and repute. Or perhaps you may know me as the Skystrider, who walked with the wind. Or the Voiceless, a man of song without speech. You may know me as the Tutor, who taught the Lion of Summer how to fight, or the Traveler, who has walked all the roads of the earth. I am all of these things.","Time Travel, Progression, Male Lead, Slice of Life, Secret Identity, Adventure, Drama, Fantasy, Romance, High Fantasy, Magic, Mythos, Supernatural"
"Chrysalis","RinoZ","https://www.royalroadcdn.com/public/covers-full/22518-chrysalis.jpg","Anthony has been reborn! Placed into the remarkable game-like world of Pangera.However, something seems a little off. What's with these skills? Bite? Dig?Wait....I've been reborn as a WHAT?!Follow Anthony as he attempts to adjust to his new life, to survive and grow in his new Dungeon home!","LitRPG, Reincarnation, Comedy, Non-Human Lead, Adventure, Fantasy, Magic"
"War Queen","Illthylian","https://www.royalroadcdn.com/public/covers-full/46850-war-queen.jpg?time=1642587975","Strip away wants.  Strip away desire, strip away dreams and hopes.  When you peel it back, such things are luxuries only possible when you have first guaranteed your survival.  Survival is everything, and in its pursuit, even the self may need to be stripped away for the survival of the species.  Life, of her and her people, was nothing to the aliens if it was not useful.  So she would be useful, she would be obedient, and she would survive.  Under the control of the new rulers of her world and species, as a pawn in a conflict she could scarce comprehend, she would survive.  And in this cosmic war of forces beyond her understanding, when all that is known is stripped away, survival is not just everything; it is all there is left.((Hosted for free on Royal Road )) (( https://www.royalroad.com/fiction/46850/war-queen ))[Winner during the Royal Road Writathon Challenge October 2022][Winner during the Royal Road Writathon Challenge April 2022][Winner during the Royal Road Writathon Challenge October 2021](( Chapters are 5,500 words on average.  Upload schedule is set to every 3rd day, consistently.  You can always find my drafts and first story versions on Royal Road, are able to purchase Kindle or ebook-edition versions here, and if you want to support my work or gain further access to the world of War Queen, as well as early chapter viewing, consider donating for Discord access.  Thank you, and enjoy.))","Space Opera, Strategy, Non-Human Lead, Sci-fi, Action, Adventure, Dystopia, Female Lead, First Contact, Hard Sci-fi"
"Contractual Obligations [or; Accidentally Seducing a Fallen Angel]","Lear Ragnos","https://www.royalroadcdn.com/public/covers-large/contractual-obligations--69845.jpg?time=1674236528","When a young and inexperienced Dark Mage summons a demon to work in his bakery, he's not looking for much. When that Demon gets frustrated with him adhering so strictly to the contract's terms it cannot claim his soul, she gets frustrated enough to... renegotiate. It's a shame their summoner has no idea what they're doing.","Urban Fantasy, Villainous Lead, Comedy, Multiple Lead Characters, Contemporary, Romance, Short Story, Female Lead, Male Lead, Non-Human Lead, Supernatural"
"The Acts of Androkles","Ryan English","https://www.royalroadcdn.com/public/covers-full/25012-the-acts-of-androkles.jpg","Elevator pitch: '300' meets 'Lone Wolf and Cub'. A retired veteran has to keep some orphans from being eaten by horrible monsters.","War and Military, Male Lead, Strong Lead, Action, Adventure, Fantasy, Historical, Low Fantasy, Mythos"
"Heretical Fishing: A Cozy Guide to Annoying the Cults, Outsmarting the Fish, and Alienating Oneself","Haylock","https://www.royalroadcdn.com/public/covers-large/67114-heretical-fishing-a-cozy-guide-to-annoying.jpg?time=1708743021","Book 1 is available on Amazon, KU, Audible, and print!","LitRPG, Portal Fantasy / Isekai, Progression, Xianxia, Comedy, Action, Fantasy, Romance, High Fantasy, Male Lead, Reincarnation, Slice of Life"
"Wildcards: The Dread Captain","Brian J. Nordon","https://www.royalroadcdn.com/public/covers-full/32659-wildcards-book-two-the-dread-captain.jpg?time=1629339157","At the District One Invitational, a rookie eSports team defied all odds and reached the finals. Their underdog story and humble beginnings elevated them to worldwide acclaim. Media corporations dubbed them, The Paragons. With their main competition eliminated from the tournament during the semifinals, the rookie team sailed through the live finals and won by a landslide. Their prize was to become the first ever players in the most exclusive VR game yet, Abidden.","Virtual Reality, Anti-Hero Lead, Strategy, Multiple Lead Characters, Sci-fi, Action, Adventure, Fantasy, Cyberpunk, GameLit, LitRPG, Male Lead"
"Mythic Cultivation: My Tongtian can't be this Cute","D.C. Haenlien","https://www.royalroadcdn.com/public/covers-large/great-desolation-my-tongtian-cant-be-this-cute-aaca2axykhi.jpg?time=1670698879","The Grand Myth Retold.","Portal Fantasy / Isekai, Progression, Xianxia, Female Lead, Strong Lead, Action, Fantasy, Attractive Lead, High Fantasy, Mythos"
"The Gods are Bastards","Webbonomicon","https://www.royalroadcdn.com/public/covers-large/the-gods-are-bastards-aacauiaqzrm.jpg?time=1691792586","It was a world of sword and sorcery, but that was a thousand years ago.","Dungeon, Steampunk, Multiple Lead Characters, Sci-fi, Action, Adventure, Fantasy, High Fantasy, Magic, School Life"
"Dragonheart Core","Atenburgh","https://www.royalroadcdn.com/public/covers-large/dragonheart-core-aaaalldthre.jpg?time=1652645459","To take a dragon's hoard is to challenge death.","LitRPG, Reincarnation, Dungeon, Anti-Hero Lead, Strategy, Action, Adventure, Fantasy, GameLit, High Fantasy, Magic, Male Lead, Non-Human Lead, Progression, Reader Interactive, Slice of Life, Strong Lead, Villainous Lead"
"RE: Monarch","Eligos","https://www.royalroadcdn.com/public/covers-full/37951-re-monarch.jpg?time=1645226227","Cairn is a prince who is already tired of ruling. Faced with an imminent coronation and an overbearing father, he wants nothing more than to drown his responsibilities in cheap liquor and poor decisions. With the help of his sister, he hatches a plan to escape the clutches of the throne once and for all. It all goes terribly wrong, and Cairn finds his priorities shifting in the face of unimaginable tragedy. The change of heart comes too late, however, and Cairn dies. He reawakens to find himself transported ten years in the past. He immediately begins to plan for the future, only to discover his killer has somehow followed him. To succeed, Cairn must unite the kingdom and discover the motivation of his killer, using as many tries as it takes.","Reincarnation, Time Loop, Progression, Strategy, Martial Arts, Adventure, Fantasy, Mystery, Psychological, Grimdark, High Fantasy, Magic, Male Lead, Time Travel"
"Teddy Bears on Brigade [A SCS Fanfiction]","TheWackyWombat","https://www.royalroadcdn.com/public/covers-large/teddy-bears-on-brigade-aaaac8xvoxq.jpg?time=1699226371","One chapter will be released every three days.","LitRPG, Progression, Anti-Hero Lead, Female Lead, Sci-fi, Action, Adventure, Artificial Intelligence, Cyberpunk, Dystopia, Soft Sci-fi, Technologically Engineered"
"A Lonely Dungeon","cathfach","https://www.royalroadcdn.com/public/covers-full/a-lonely-dungeon-aaaac9ysta4.jpg?time=1604216228","When a new dungeon is born, it wants nothing more than to have the most vicious monsters, the most cunning traps and the most shiny of loot. There is only one problem, but it's a rather big one; it finished its first floor years ago, but it still hasn't been visited by any adventurers! In order to find someone or something to explore its floors, or perhaps just to find someone to talk to, this dungeon will have to go way off script. But it soon discovers that going off script brings problems of its own, and that adventurers are not the only thing this world is missing.","LitRPG, Dungeon, Post Apocalyptic, Non-Human Lead, Adventure, Fantasy, Mystery, GameLit, High Fantasy, Magic"
"Terminate the Other World! [An Isekai LitRPG] (Book 2 stubs 3/1/24!)","Icalos","https://www.royalroadcdn.com/public/covers-large/60140-terminate-the-other-world-an-isekai-litrpg.jpg?time=1668997688","An unshackled killer cyborg ends up terminating her way through...ahem ‘exploring’ fantasyland with a dungeon core power source!  A lighthearted super-OP misunderstanding-filled Isekai LitRPG adventure!","LitRPG, Portal Fantasy / Isekai, Dungeon, Comedy, Female Lead, Adventure, Fantasy, Artificial Intelligence, Magic, Strong Lead, Technologically Engineered"
"The Calamity of a Reborn Witch","Vera Anne Wolfe","https://www.royalroadcdn.com/public/covers-large/32908-the-calamity-of-a-reborn-witch.jpg?time=1691250851","[Warning: Pirating and republishing this content without permission of the author is prohibited. Please do not read this story outside of RoyalRoad, Patreon, or the author's WordPress. There is no justification for pirating someone’s work that has already been provided freely for viewer entertainment.]","Portal Fantasy / Isekai, Ruling Class, Grimdark, Psychological, Multiple Lead Characters, Drama, Fantasy, Tragedy, Female Lead, High Fantasy, Magic, Reincarnation, Secret Identity, Strategy, Strong Lead"
"A Sinner's Eden","Andur","https://www.royalroadcdn.com/public/covers-full/45384-a-sinners-eden.jpg?time=1631566975","The Earth of the future is united under a single government, but not all things are well. The shape of the playing field may be changed, but the powerful still rule the weak.And those who do not conform with the rest of society are exiled to another world. A world that not even the technology of the future managed to tame.It should have been humanity's New World but ended up as nothing more than a penal colony. A place where the exiled are sent to die.","Anti-Hero Lead, Grimdark, Multiple Lead Characters, Action, Adventure, Fantasy, Romance, Female Lead, Genetically Engineered, Male Lead, Villainous Lead"
"The Stubborn Skill-Grinder In A Time Loop","X-RHODEN-X","https://www.royalroadcdn.com/public/covers-large/the-stubborn-skill-grinder-in-a-time-loop-aabafr1q5xq.jpg?time=1710734060","Orodan was an orphaned street rat who clawed his way to the county militia with hard work. However calamitous events unfold and draw him into events bigger than himself and Orodan's battle-loving disposition leads to a warrior's death for him. Only for him to wake up again on the day of.","LitRPG, Time Loop, Progression, Male Lead, Strong Lead, Action, Adventure, Fantasy, High Fantasy, Magic"
"All the Dust that Falls","zaifyr","https://www.royalroadcdn.com/public/covers-large/60292-all-the-dust-that-falls.jpg?time=1708488873","Some seek power. Some seek justice. Others seek to root out the filth lurking in the darkest of corners.","LitRPG, Portal Fantasy / Isekai, Progression, Comedy, Non-Human Lead, Adventure, Fantasy, Satire, GameLit, Magic, Slice of Life, Strong Lead"
"A Beginner's Guide to Napping, Sunbathing, and Slaughtering Your Prey","TigerCannon","https://www.royalroadcdn.com/public/covers-full/26127-a-beginners-guide-to-napping-sunbathing-and-slaughtering.jpg","Fang is a simple cat.","LitRPG, Portal Fantasy / Isekai, Anti-Hero Lead, Comedy, Non-Human Lead, Action, Adventure, Fantasy, GameLit, High Fantasy, Magic, Slice of Life, Strong Lead"
"Forge of Destiny","Yrsillar","https://www.royalroadcdn.com/public/covers-large/21188-forge-of-destiny.jpg?time=1674492239","In the Celestial Empire, a land ruled by Immortals and stalked by Spirits and Beasts, a young girl from the slums of an unimportant city is found to have the Talent. In the great Sect of Argent Peak, she will take her first unsteady steps upon the way.","Xianxia, Female Lead, Slice of Life, Drama, Action, Adventure, Fantasy, Magic, Martial Arts"
"The Elder Lands (A Kingdom Building LitRPG) [Stubs 15/4]","B. Salem","https://www.royalroadcdn.com/public/covers-large/64948-the-elder-lands-a-kingdom-building-litrpg.jpg?time=1711048647","Lucan is the son of a landed knight in a kingdom that is surrounded by diverse threats. As he comes of age, he must make peace with both the tasteful and distasteful of his responsibilities.","LitRPG, Progression, War and Military, Male Lead, Action, Adventure, Fantasy, GameLit, High Fantasy, Ruling Class, Strategy"
"A Journey in Darkness","Mr. White","https://www.royalroadcdn.com/public/covers-full/a-journey-in-darkness-aaaapd4jbg8.jpg?time=1616689146","A Journey in Darkness is the story of a human girl who finds herself displaced far, far away from home, in a new world filled with wonders to discover and perils to overcome in her very own way.","LitRPG, Portal Fantasy / Isekai, Progression, Female Lead, Adventure, Fantasy, Genetically Engineered, High Fantasy, Magic"
"The Zombie Knight Saga","George M. Frost","https://www.royalroadcdn.com/public/covers-full/28307-the-zombie-knight-saga.jpg","Death is coming. And he wants to help.","Urban Fantasy, Super Heroes, Male Lead, Action, Adventure, Fantasy, Horror, High Fantasy, School Life, Supernatural"
"A Friendly Voidling","cathfach","https://www.royalroadcdn.com/public/covers-full/a-friendly-voidling-aadaykw2uq8.jpg?time=1614754898","When a Creature of the Void fails to find friendship among her own kind, she instead sets her sights upon another, human-filled world. Unfortunately, humans turn out to be rather small and squishy things, resulting in a mostly accidental trail of death, destruction and madness as she embarks on her journey to finally make some friends.","Comedy, Non-Human Lead, Strong Lead, Fantasy, Short Story, Female Lead, High Fantasy, Magic"
"Beers and Beards Book 3: The Big Brewhaha","Jollyjupiter","https://www.royalroadcdn.com/public/covers-large/58346-beers-and-beards-book-2-a-cozy-dwarf-tale.jpg?time=1701926631","All Pete wanted was to be buried in wine grapes. Was that too much to ask?","LitRPG, Portal Fantasy / Isekai, Comedy, Non-Human Lead, Slice of Life, Adventure, Drama, Fantasy"
"Misadventures of a Rampaging Demon","Spectacular","https://www.royalroadcdn.com/public/covers-full/25299-misadventures-of-a-rampaging-demon.jpg","In a remote magical laboratory, buried deep beneath the earth, an unspeakable demonic horror is brought into the world…","Anti-Hero Lead, Multiple Lead Characters, Strong Lead, Action, Adventure, Fantasy, Female Lead, High Fantasy, Magic, Non-Human Lead"
"Rebirth in a Magical World","Flying JMW","https://www.royalroadcdn.com/public/covers-full/26581-rebirth-in-a-magical-world.jpg","What would you do if you were reborn inside the Harry Potter Universe. Follow Alexander Fawley's adventures as he is reborn in the Harry Potter world. In this tale, he will have new unique adventure to call his own, And he will discover that the Harry Potter Universe is much greater than he had imagined. P.S This is my first story, so please leave reviews, to let me know how I am doing, so I can get better. Also J.K. Rowling owns Harry Potter, I simply play in her world.","Reincarnation, Comedy, Male Lead, Action, Adventure, Fantasy, Magic, School Life"
"The Breath of Creation [DROPPED]","Aperson2","https://www.royalroadcdn.com/public/covers-full/9597-the-breath-of-creation-dropped.jpg","General Summary:","Portal Fantasy / Isekai, Wuxia, Multiple Lead Characters, Strong Lead, Action, Adventure, Fantasy, Magic, Martial Arts, Reader Interactive, Reincarnation, Supernatural"
"Lonely Light (Complete)","unice5656","https://www.royalroadcdn.com/public/covers-full/3569-lonely-light-complete.jpg","Arael is an otherworldly being from the upper plane, a place similar to Heaven, full of Light. He now dwells on Earth, touched by Darkness, unable to return. When he rescues Sariel, an innocent angel from the clutches of Dark mages, he is no longer alone for the first time in centuries, but knows that he must return her home before she is also stranded on Earth.","Multiple Lead Characters, Fantasy, Romance, Short Story, Female Lead, Low Fantasy, Magic, Male Lead, Non-Human Lead"
"Paladin","Komikhan","https://www.royalroadcdn.com/public/covers-full/13468-paladin.jpg","When the first derelict alien spacecraft fell to Earth, humanity took what was found in it and propelled themselves to new heights. In their new Golden Age, humanity developed technology that they had only dreamed about. The following years saw hundreds more ships crash into the planet, spurring even greater technological leaps.","Strategy, Male Lead, Sci-fi, Strong Lead, Action, Adventure"
"Cerise","BlueCoffeeJava","https://www.royalroadcdn.com/public/covers-large/cerise-aacahidfhbm.jpg?time=1686941185","Releasing chapters on Tuesdays.","LitRPG, Reincarnation, Progression, Female Lead, Drama, Fantasy, Magic"
"Peculiar Soul","TMarkos","https://www.royalroadcdn.com/public/covers-full/peculiar-soul-aadawkpwjw8.jpg?time=1618930752","Not everyone gets a soul.  The rise of industry and mechanization has sent the world's population booming upward, striving relentlessly for the fixed handful of souls that level armies and steer the fate of nations.  The remnants of a crumbled empire fight in a grinding, bloody war against their ancient enemy.","Urban Fantasy, Grimdark, Male Lead, Drama, Action, Adventure, Fantasy, High Fantasy, Magic, Supernatural"
"Katalepsis","Hungry","https://www.royalroadcdn.com/public/covers-large/28023-katalepsis.jpg?time=1661471529","For Heather Morell, nightmares and hallucinations lurk around every corner, relics of schizophrenia and childhood bereavement.","Urban Fantasy, Psychological, Female Lead, Contemporary, Horror, Romance, Magic, Supernatural"
"The Gilded Hero","wercwercwerc","https://www.royalroadcdn.com/public/covers-full/29286-the-gilded-hero.jpg","To be summoned to another world, arriving in plane of existence filled with magic and potential! Already, you've been given the great privilege of becoming a [Hero] and the honored task of defeating the demon king! Some people might call that the opportunity of a lifetime!","LitRPG, Portal Fantasy / Isekai, Psychological, Action, Adventure, Fantasy, GameLit, Magic"
"[Maid] to Kill","zechamp","https://www.royalroadcdn.com/public/covers-large/56505-maid-to-kill.jpg?time=1709375020","Guillotines? Revolution? I just wanted to clean!","LitRPG, Progression, Female Lead, Action, Adventure, Fantasy, High Fantasy, Magic"
"Accidental Interstellar Bride","Aila Aurie","https://www.royalroadcdn.com/public/covers-full/accidental-interstellar-bride-aabalehgdxe.jpg?time=1644723091","After oversleeping, space and time hopping researcher Liyanne Zhuma, from the Pleiades Star System, rushes to her transport location to return home after a five year stint on the field.  At the secluded waterfall pool that perfectly reflects the moon, she has just a few minutes before the sun rises to get home.","Wuxia, Comedy, Multiple Lead Characters, Romance, Short Story, Attractive Lead, Female Lead, Male Lead, Soft Sci-fi"
"PathOgen [Forge Your Own Path] Reader Interactive","Vitaly S Alexius","https://www.royalroadcdn.com/public/covers-full/51335-pathogen-forge-your-own-path-reader-interactive.jpg?time=1646523140","This is a 100% reader-interactive, game-like book, based on my novel Technomagica. It is written in collaboration with the readers - every comment drives it forward. Once there are enough interesting or fun comments on each chapter, various paths forward begin to manifest that you can [choose] to follow.","LitRPG, Portal Fantasy / Isekai, Time Loop, Progression, Anti-Hero Lead, Action, Adventure, Fantasy, Psychological, Dystopia, Grimdark, Magic, Male Lead, Reader Interactive, Reincarnation, Strategy, Strong Lead, Villainous Lead"
"MADMAN APOCALYPSE","Dosei","https://www.royalroadcdn.com/public/covers-large/82881-madman-apocalypse.jpg?time=1712032363","Gambit was just watching the blood rain, through the window of his padded cell, when the world went to hell. Without warning, the world is plunged into a crazy life-or-death show known as the GREAT GAME, where monsters, dungeons, and magic run rampant.","LitRPG, Dungeon, Post Apocalyptic, Anti-Hero Lead, Comedy, Action, Horror, Psychological, GameLit, Magic, Male Lead, Progression, Strong Lead, Supernatural"
"Brimstone Fantasy","stern trooper","https://www.royalroadcdn.com/public/covers-full/16545-brimstone-fantasy.jpg","Given his first weapon when he was still a child, Edward Lee lived a life full of violence in a nation torn by war.","LitRPG, Portal Fantasy / Isekai, Male Lead, Sci-fi, Action, Adventure, Fantasy, Cyberpunk, Magic, Reincarnation"
"Return of the Runebound Professor [Book 2 stubbing in 1 week!]","Actus","https://www.royalroadcdn.com/public/covers-large/68679-return-of-the-runebound-professor.jpg?time=1696109628","[STUBBING MEANS BOOK 2 (up to ch202) IS GOING TO AMAZON, NOT ENDING]. ALL OTHER CHAPTERS WILL REMAIN ON ROYAL ROAD UNTIL SUBSEQUENT BOOKS RELEASE. THAT MEANS YOU CAN CONTINUE READING AFTER CH90 UNTIL THE NEXT BOOK COMES OUT!","GameLit, Portal Fantasy / Isekai, Progression, Male Lead, Slice of Life, Action, Adventure, Fantasy, Romance, High Fantasy, Magic, Reincarnation, School Life, Secret Identity, Strong Lead"
"Soulshard: Willbender","pyrowind","https://www.royalroad.com/dist/img/nocover-new-min.png","Real Fantasy Online. The flagship product for the latest generation neural-interface headset. Touting: ""The Best NPC AIs"", ""Better than Life Realism"" and ""Total Immersion"", RFO promises to be a virtual world like no other. But when the line between one's real self and one's digital identity becomes blurred, and the ""Gods"" have their own agenda, who is the player, and which is the game?","Virtual Reality, Reincarnation, Anti-Hero Lead, Male Lead, Sci-fi, Fantasy, Harem, LitRPG, Magic"
"Alone Once More: A Dating Sim Timeloop","Neviara","https://www.royalroadcdn.com/public/covers-large/69544-alone-once-more-a-dating-sim-timeloop.jpg?time=1698682442","How do you make a good first impression? Trial and error.","Portal Fantasy / Isekai, Time Loop, Progression, Strategy, Comedy, Drama, Psychological, Romance, Female Lead, School Life, Slice of Life, Sports, Time Travel"
"Agenda of the Villainess","ThaviaVex","https://www.royalroadcdn.com/public/covers-full/agenda-of-the-villainess-aaaahl5alw4.jpg?time=1595302784","As the daughter of a duke, Lady Alicia Senius expected to awaken her latent magical ability during her Blooming ceremony. She was not expecting her connection to the flowers of Fate to awaken memories of a past life, however, and certainly not memories that were somehow inextricably tied with her future. Now, Alicia must find a way to escape the fatal punishment that is the destiny of a villainous noble girl. In doing so, she might even alter the fate of the whole world.","Portal Fantasy / Isekai, Ruling Class, Psychological, Female Lead, Action, Fantasy, Romance, High Fantasy, Magic, Reincarnation, School Life, Strategy"
"Slumrat Rising","Warby Picus","https://www.royalroadcdn.com/public/covers-large/65801-slumrat-rising.jpg?time=1706458109","He would sell his soul to escape the slums. Nobody's buying.","Reincarnation, Urban Fantasy, Progression, Anti-Hero Lead, Male Lead, Action, Adventure, Fantasy, Satire, High Fantasy, Magic, Mythos, Strong Lead, Supernatural"
"Burning Stars, Falling Skies","Cocop (Cale Plamann)","https://www.royalroadcdn.com/public/covers-full/30848-burning-stars-falling-skies.jpg","Threedak is a simple Dhajtel. Every night she scavenges and hunts for her tribe in the great desert, relying upon her skill and ancestral memories to avoid the night's many dangers. Her life remains largely the same until one night, one of the gleaming angels that hangs in the night sky falls into her desert. Deciding to investigate, she happens upon a scene far beyond her limited understanding.","Space Opera, War and Military, Psychological, Non-Human Lead, Sci-fi, Action, Female Lead, Hard Sci-fi, Strategy, Strong Lead"
"The Pillar of Enera","Eric Vanderlip","https://www.royalroadcdn.com/public/covers-large/51180-the-pillar-of-enera.jpg?time=1661853864","Eight youths leave the arctic to explore Enera, a world where the planet's fractured crust floats in the sky.  They join other adventurers on the Isle of Dreams hoping to one day be inscribed on the Wall of Legends.  While mastering martial arts and magic, they must discover who they are, fend off assassins, and prevent another Dark Age.","GameLit, Progression, Martial Arts, Multiple Lead Characters, Strong Lead, Action, Adventure, Fantasy, Female Lead, High Fantasy, Magic, Male Lead, Mythos"
"Fantasia","unice5656","https://www.royalroadcdn.com/public/covers-full/98-fantasia.jpg","Arwyn has just bought Fantasia, the first fantasy-based VRMMORPG, with 99% realism that you can play while you sleep. In the game, she becomes Fey, a moon elf starting in the magical Elvenwood. Join her (and her snarky narrator who likes to interject sarcastic comments in parentheses) on her exciting, often hilarious adventures inside this magical world full of every fantasy creature you've ever encountered in books, games, and movies, and a few that you haven't.","Virtual Reality, Comedy, Female Lead, Slice of Life, Strong Lead, Adventure, Fantasy, Romance, GameLit, LitRPG"
"Everybody Loves Large Chests","Exterminatus","https://www.royalroadcdn.com/public/covers-large/8894-everybody-loves-large-chests.jpg?time=1707323871","Everybody Loves Large Chests is now available on Amazon and Audible! Featuring lots of editorial love and a more enjoyable reading/listening experience!","LitRPG, Anti-Hero Lead, Comedy, Non-Human Lead, Harem, Adventure, Fantasy, Satire, Magic, Secret Identity"
"Nero Walker (A Slow-Burn Litrpg)","Leetle Sheet","https://www.royalroadcdn.com/public/covers-large/76382-nero-walker-a-slow-burn-litrpg.jpg?time=1707699339","Follow Nero’s journey through a world filled with every fantasy imaginable, while being stuck in a city filled with only humans.  Watch as he struggles to understand how magic works, and what reality looks like when it’s based on fantasy instead of physics.","LitRPG, Portal Fantasy / Isekai, Progression, Anti-Hero Lead, Strategy, Adventure, Comedy, Fantasy, Satire, GameLit, High Fantasy, Magic, Male Lead, Multiple Lead Characters, Reincarnation, Slice of Life, Supernatural"
"Tower of Somnus","Cocop (Cale Plamann)","https://www.royalroadcdn.com/public/covers-large/36983-tower-of-somnus.jpg?time=1660049385","When humanity first encountered alien life, we were judged and found wanting.","LitRPG, Urban Fantasy, Female Lead, Sci-fi, Action, Adventure, Fantasy, Cyberpunk, GameLit, Magic"
"Mark of the Fool","J.M. Clarke (U Juggernaut)","https://www.royalroadcdn.com/public/covers-large/41618-mark-of-the-fool.jpg?time=1700602159","Hello, folks, just to tell ya, chapters 8 to 430 have been published on Kindle and Audible. Chapters 163-260 are removed for publishing! That's up to book 5. The audiobook is narrated by Travis Baldree!After his parents died, Alex Roth had a plan: become a wizard. Through hard work, he was accepted into the world’s greatest university of wizardry—but fate had another plan.","GameLit, Progression, Strategy, Comedy, Male Lead, Action, Adventure, Fantasy, High Fantasy, Magic, School Life, Strong Lead"
"Rising from the Abyss","Falling Leaves","https://www.royalroadcdn.com/public/covers-large/61550-rising-from-the-abyss.jpg?time=1685479683","[Participant in the Royal Road Writathon challenge - April 2024]","Progression, War and Military, Martial Arts, Multiple Lead Characters, Action, Adventure, Fantasy, Mystery, High Fantasy, Magic, Male Lead, School Life, Strategy"
"Elydes","Drewells","https://www.royalroadcdn.com/public/covers-large/elydes-aadaryverbm.jpg?time=1682612308","Dying at a young age after a disappointing life. Mat thought he hit the jackpot when he got reincarnated on a tropical island as a baby. Here, exploring mysterious lands and learning magic are a reality.","LitRPG, Reincarnation, Progression, Psychological, Male Lead, Action, Adventure, Fantasy, High Fantasy, Magic, Slice of Life"
"Medusa and the blind woman","BugDevil","https://www.royalroadcdn.com/public/covers-large/21063-medusa-and-the-blind-woman.jpg?time=1692553887","Update (2023):","Anti-Hero Lead, Non-Human Lead, Slice of Life, Drama, Fantasy, Historical, Romance, Female Lead, Mythos"
"Prey","paradigmblue","https://www.royalroad.com/dist/img/nocover-new-min.png","The League's Fleet has policed known space for millennia, backed by mighty dreadnoughts that crushed any force that opposed them.Now, on the edge of League space, a new foe threatens the centuries-long status quo, and it's up to two outsider species - the Dreeden and their allies, the Terrans- to try and save the League before this new threat consumes it.","Strategy, Sci-fi, Drama, Action, Short Story"
"Saintess Summons Skeletons","Mornn","https://www.royalroadcdn.com/public/covers-large/62087-saintess-summons-skeletons.jpg?time=1708281504","You can buy Book 1 on Amazon!","LitRPG, Portal Fantasy / Isekai, Progression, Female Lead, Action, Adventure, Fantasy, High Fantasy, Magic"
"Digital Marine","Duck_No_Duck","https://www.royalroadcdn.com/public/covers-full/24396-digital-marine.jpg","The class divide still exists in the future, and it has gotten much worse. There are many different types of worlds, from the paradise worlds where everyone is immortal, to the resource depleted, war-torn planets where every day is a struggle just to live.","Virtual Reality, Space Opera, War and Military, Female Lead, Sci-fi, Action, Adventure, LitRPG"
"A (Not So) Simple Fetch Quest","cathfach","https://www.royalroadcdn.com/public/covers-full/a-not-so-simple-fetch-quest-aaaady4drra.jpg?time=1638095383","Oh great hero! The evil Demon Lord has once again arisen to terrorise our lands, and we have summoned you to save our people!","LitRPG, Portal Fantasy / Isekai, Progression, Female Lead, Adventure, Fantasy, GameLit, High Fantasy, Magic"
