"Novel Name","Genre",Tags,"Image Link","Synopsis"
"You Are Mine, Omega","Romance","dark,HE,opposites attract,dominant,bxg,pack","https://assets.dreame.com/cover/2023/08/02/168653656861962240064c9a53203bc1.png@.webp","Allison fell in love with Ethan Iversen, the soon-to-be Alpha of the Moonlight Crown pack. She always wanted him to notice her. Meanwhile, Ethan was an arrogant Alpha who thought a weak Omega could not be his companion. 

Ethan's cousin, Ryan Iversen, who came back from abroad and was the actual heir of the pack, never tried to get the position nor did he show any interest in it. He was a popular playboy Alpha but when he came back to the pack, one thing captured his eyes

and that was Allison."
"Desert Heat (Complete) (Book 1 to Desert Series)","Werewolf Romance","alpha,sex,fated,badboy,kinky,goodgirl,beta,drama,bxg,supernatural","https://files.dreame.com/images/2021/01/28/13548499075588874246012f9ec5f91d.png@208w_300h_2e_53287592837a.webp","Allison Park aka Allie had a rough life growing up. Her parents were immigrants from South Korea, and they died in a car accident when she was two. Her next of kin in Korea didn't want her, so she ended up in the foster system and was never adopted. At 18, she is raped by her high school boyfriend, and she sends him to prison. She runs away to Sin City, where she meets her best friend Sin. Together they create a new life, and all seems to be going well, but what happens when that life is turned upside down when Allie learns of werewolves and the supernatural, and that she's destined to be mated to a big bad Alpha of the strongest pack in the Silver State?

Read to find out.

Copyright © 2020-2021 Eunie Lee

All Rights Reserved

If I find out anyone has plagiarized my work. I will report you, and depending on the severity, I will even take legal action.

This story is signed and published on Dreame, and Dreame alone."
"HEIRESS'S SECOND CHANCE BILLIONAIRE","Romance","billionaire,contract marriage,HE,princess,heir/heiress,drama,bxg,enimies to lovers","https://assets.dreame.com/cover/2023/12/30/174117762287849062465906da5b614c.png@.webp","“I was trying to get a way to talk to you.” I admitted. “But, you were gone before I got the chance to do so?

“You spent 50 million dollars on a painting just to speak to me?” She repeated, her eyes questioning whether that makes sense to me.

I chuckled, nodding. “As ridiculous as that must sound to you, yes.”

She hummed, not seeming to believe me. “You should stop then. It’s pointless.”

“Is it?” I don’t think so. “Do you really want me to stop?” She nodded, making my smile widen, shifting so I’m crouched on one knee, at eye level with her. “Marry me then.”

***

Isabella devoted the past three years of her life to her husband, James, and his family, practically assuming the role of a maid to cater to their needs. Despite being treated no better than dirt and never acknowledged as the hostess of the household, she endured it all with unwavering dedication, fueled by her love for James. As long as he was by her side, she felt she could endure anything.What did she receive in return for her sacrifices? Divorce papers thrust in her face in the most callous manner possible. The realization that she held no place in James's heart hit hard, as it became evident he never cared for her, not even for a fleeting moment.Disillusioned, she shed the docile façade she had worn to please him and returned to the family she had severed ties with for the sake of being with him.When she unexpectedly made an appearance at a lavish ball, questions arose about her identity. Soon, it dawned on them that she was the heiress to a trillion-dollar fortune. Suddenly, those who had mistreated her for years sought to erase the scars of their past behavior, eager to win her favor.However, Isabella had no inclination to waste time on them anymore. With her inheritance hanging in the balance and the arrival of America's most eligible bachelor, Christian Kingston – a charming yet arrogant man who seemed to delight in claiming her as his own – she was poised to be treated as she truly deserved.As an heiress in every conceivable way."
"Once Rejected, Thrice Accepted","Romance","drama,mystery,another world","https://assets.dreame.com/cover/2023/08/04/168725453332524236864cc41db148e8.png@.webp","Beaten by my mother and brother, rejected by my beta mate, and all on my eightenth birthday. I was ready to run and never look back at this pack of abusers. My wolf wanted heads to roll and to show her true strength instead of faking her weakness but before we can a brother we didn't know existed showed up to save the day. Now I am headed to his pack and my nerves are shot. To add to that i think have found my second chance mate in the pack, or should i say mates. Will my mates accept me?Will the pack accept me? Will I be able to show my strength without fear? Will my family stay away or will we have one last stand off where only one of us walks out alive?"
"Three Fated Hearts","Romance","love-triangle,fated,shifter,goodgirl,independent,drama,bxg,werewolves,pack","https://assets.dreame.com/cover/2023/12/19/173695024219843379265810c975f3ea.png@.webp","This is a series that contains: Three Fated Hearts, TFH: Another Chance, and TFH: Things Change

Three Fated Hearts

Portia 'Tia' Colby has always been ignored in favor of her twin sisters. The only people who truly acknowledged her are her mom and her best friends, Mark and Lynn.

The future Alphas of the Emerald Lake Park are identical twins. They are eager to take over but have yet to find their fated mate. They decide to take chosen mates instead.

What happens when Portia is made to return home for the Alpha ceremony and runs across her mate...or mates, the Alpha twins themselves? What does her family say when, before her appearance, her twin sisters were set to become Lunas of the Emerald Lake Pack? Who will become Luna? How will her family react?

TFH: Another Chance

She's always been a doctor and a mate. She tried to do right by her family, but sometimes, that isn't enough. She has been lied to, and her family is broken.

He was an Alpha who commanded respect. He treated others with care and assumed he would be treated the same. He has been betrayed, and his family fell apart.

They have known each other for years, yet had never looked at each other romantically until now. As they get closer, their feelings grow. Is it this easy to love again? Will they be able to feel for each other? Will something come between them? This is the journey of Nikki Franks and Paul Attwater.

TFH: Things Change

Landon, Lincoln, and Tia have a beautiful baby boy. Stuart and Tia are building a relationship, and Paul is mated to Nikki. Everything seems right in the world until Aida escapes. Did Adela help Aida escape, or is someone else there for her? Will Lynn find her love like her brother and best friend?

Changes are coming, and they are coming fast. How much will everyone's world change? What will those changes be? Some things will come out of nowhere, so strap in and hold on tight. Three Fated Hearts continues.....

*This story is for 18+*"
"His Mate, His Girlfriend","Werewolf Romance","alpha,possessive,pregnant,mate,luna","https://files.dreame.com/0/icon/s-188f03f98c0db0435cf631342707408c/1706759771.jpg@208w_300h_2e_53287592837a.webp","""Ellis,"" I followed Ellis' gaze, and he was staring at the woman behind me.

""Mate,""

My knees weakened as Ellis whispered the words. I took a step back.

""Ellis, baby,"" I regained composure and went to him in an attempt to get his attention.

""Mate,"" he whispered again, ignoring me and looking at Charlotte. I could barely breathe, and all I did was step aside. Ellis took steps forward to her and slowly cupped Charlotte's crying face with trembling hands.

""Hello, mate,""

No, no, no. I silently begged the moon goddess to wake me from this nightmare...

***

Love Chasia is heartbroken when her boyfriend of ten years finds his mate and chooses her, forgetting the promise he made to stay by her side forever.

The best and only option for her is to leave and never see him again, but what happens when she discovers she's pregnant?

Five years later, they meet in a way they didn't expect. Now, he is her new boss. The passion, love, and lingering feelings they thought were buried come back with full force, especially now that she works in his company."
"Reborn To Get My Second Chance","Werewolf Romance","alpha,HE,goodgirl,drama,bxg,pack,musclebear","https://files.dreame.com/0/icon/s-4ae130981534b6e7756035acdb9e0e61/1703142153.jpg@208w_300h_2e_53287592837a.webp","Milly is alive, somehow, alive? And it's a year before her horrific death.

She was given as practically a blood sacrifice for a good marriage into the werewolf world for her stepsister. After years of abuse from her stepmother and stepsister, she should have seen it coming. She should have known what they were up to, but now it's her turn.

She now has the time and knowledge to turn this around and not let that faithful day happen.

It's time for revenge. She will show them she isn't their punching bag to be sold off anymore.

It's time for a future. She has been given a second chance to actually have a good life and get her hope. Her hope, the man of her dreams that was there in her last final moment. He is her hope for the future, if she can win his heart."
"Shattered Vows","Romance","billionaire,HE,dominant,drama,bxg,city,cheating","https://assets.dreame.com/cover/2023/09/04/169880990729144320064f64ba26cd11.png@.webp","In the glittering world of wealth and power, Billionaire Mykel Kalant seemed to have it all: fame, fortune, and a beautiful wife, Sabrina. However, their fairy tale took a tragic turn when, on their wedding anniversary, Mykel dropped the bombshell of divorce, shattering their once-unbreakable bond.Years went by, and as Mykel observed Sabrina's remarkable growth and personal achievements from afar, a profound realization struck him like a lightning bolt. He realized just how much he missed her, and the depths of his regret became unbearable. Determined to make amends and earn her forgiveness, Mykel vowed to go to any lengths necessary to win back the heart of the woman he still loved.In a world where money can buy almost anything, Mykel Kalant understood that the one thing he couldn't purchase was the forgiveness and trust of the woman he had hurt so deeply. With sincerity and humility, he embarked on a journey of redemption, hoping against all odds that Sabrina would find it in her heart to give their love another chance."
"Enslaved To The Bond","Romance","HE,escape while being pregnant,fated,goodgirl,beta,blue collar,drama,bxg,campus,pack,seductive","https://assets.dreame.com/cover/2023/09/16/17030970973285294086505e46495191.png@.webp","""Mateeee!!!"" my wolf roared. I froze, my heart stopping the moment he let out that terrifying growl, all his senses attuning and focusing on the beguiling green eyes that met ours.

The damage was done. I have a mate now. Again.

_______

One fated encounter.

Two lives.

And a past that is willing to destroy it all.

22-year-old Rose had fought many silent battles all her life. But when the luna of her own pack sells hers to a pack of slave traders, Rose knew it was time to fight back for everything she had endured all along and find the life she always wanted.

After being destroyed by his own mate, the last thing alpha Noah Gray needed was another mate. An heir to the most powerful pack in the country, Noah had sworn never to fall into the trap of the matebond again. Never ever again.

However, as one fated encounter throws Noah and Rose into each other's lives, two broken souls, each with their own horrifying past, two lives are about to change in ways they never expected. Faced with the mate bond again as Noah reluctantly opens his life to Rose, little did he know that this time...it was going to cost him much more than a broken heart.

Because Rose had a secret.

A secret that could destroy not only them but two packs and several lives in its wake. A secret that was going to haunt her to the end of the Earth.

The secret also known as...alpha Gordon Vance.

As shadows of the past threaten their chance at a beautiful future, Rose is faced with the biggest truths of her existence and a choice that could cost her...her own life. Secrets, revenge and a fight for love, as Noah and Rose come together, two powerful enemies are about to face each other again while four lives will be changed forever in ways they never fathomed.

_____________

Gray Crest Series #2: Each book in this series is a standalone and can be read individually.

The Gray Crest Series in order (Each standalone)

#1: The Mating Pact (Logan and Cora. Completed)

#2 Enslaved to The Bond (Noah and Rose)

#3: His Warrior Mate (Asher and Ivy. TBA)"
"Alpha Rick","Romance","HE,fated,powerful,sweet,bxg,campus,pack,soul-swap","https://assets.dreame.com/cover/2023/11/29/17297318324230922246566c9ecb4f54.png@.webp","""Omega's are supposed to stay quiet. Omega's are supposed to obey. Omega's are supposed to do EVERYTHING I f*****g say!"" Alpha Morrison said in anger as he spat at me. I lived each day in fear for my life. Wondering what I did wrong to deserve such fate. Was their hatred toward me so strong, they'd happily give me away to a ruthless alpha? Leaving me to fend for myself? Olivia Watson is despised by her pack. Beaten, tortured, and treated as the pack's slave since the day her mother and brother died. Everyone blamed her for their death, but little did she know there are secrets hidden from her. She finds herself being rejected by her first mate, only to find that her second chance mate is the notorious alpha, Alarick of the Dark Moon Pack. No one really knows him, other than he should never be crossed.The stories she has heard of him make her tremble in fear, but will he really be so bad? After all, every beast has its beauty that can tame him. Will she be the one to tame the beast in him?"
"Borrowed Beauty","Werewolf Romance","alpha,love-triangle,powerful,bxg,pack","https://assets.dreame.com/cover/2024/03/13/176781150920127283265f1526286d9c.png@.webp","What does it even feel like to be beautiful?

My sister Renee is a beauty, for sure. Everybody knows it, and so does she.

Did I fail to mention that Renee and I are, emphatically, NOT identical twins? We look nothing alike. She’s gorgeous, petite, delicate, and feminine. All she has to do is blink her big blue eyes, and the world falls at her feet.

She is also a bit of a wild child. That is why Father had me chaperone Renee when she decided to head out to Prosperity Springs to meet up with the Salvador Twins.

Unless…unless my father was trying to pass us off as a package deal? A two-for-one, twin-on-twin special. The idea made me throw up in my mouth a little bit. I wasn’t interested in finding a mate, or two, or five, or whatever. And those gorgeous guys wouldn’t be interested in Renee’s spare. It would just be an embarrassing situation for everyone involved.

Why? Because I’m Olivia, the ugly sister.

With Renee filling the center of a s*x sandwich, it was pretty clear she didn’t need me around. Hell, even the Alpha had noticed how alluring she was.

Of course, the alpha would be charmed by my sister. Of course, his eyes would become heated when they followed that plunging neckline down between her breasts. Every red-blooded man did, and behind his powerful alpha status, Josiah was still just a man. Heck, even hot-blooded women couldn’t avert their eyes from my sister.

And I couldn’t avert my eyes from the Alpha."
"Melting the Ice","Romance","HE,opposites attract,arrogant,badboy,sporty,lighthearted,seductive","https://assets.dreame.com/cover/2023/11/30/17303617040154664966569148947e70.png@.webp","Lynlee Scott. Pink hair. Pastel wardrobe. Zero hockey knowledge.

Sebastian Kingsley. 'Ice King' Captain of the Harthford Hogs.

Sebastian isn't only cold on the ice. When Lynlee's agent brokers a deal for her to shadow the Hogs, interviewing them, learning about hockey, and finding inspiration for her next best seller, Sebastian is anything but thrilled. Women like her are the reason true romance is dead. Feeding into her ploy only serves to ensure there are no practical women left in the world by brainwashing them all with her s*x books. Until he is forced to to accept that maybe that isn't the case. Maybe there is more to Lynlee Scott than girly outfits and twelve synonyms for p***s."
"The Alpha’s Mate","Werewolf Romance","alpha,fated,shifter,dominant,werewolves,campus,seductive","https://assets.dreame.com/cover/2023/08/21/169369368897258291264e3aec9600ad.png@.webp","17-year-old Angelique Baker is forced to move to a new town under mysterious circumstances. Starting a new school at the end of her senior year has already turned her world upside down, but just wait until she finds out she’s mated to a werewolf and discovers the secrets her dad has been keeping from her since her mom’s disappearance."
"Saved By the Mafia","Romance","tragedy,twisted,serious","https://assets.dreame.com/cover/2024/03/05/176485964771139584065e69540d013c.png@.webp","When eighteen year old Evelyn Adair gets caught up running from her past, her path crosses with infamous Mafia leader Slater Lucci. The gangster is instantly taken with Evelyn and can’t seem to steer clear of her. But will this put her in more danger than she was in before?"
"The Gamma Prince's Broken Mate","Romance","dark,one-night stand,shifter,kickass heroine,powerful,prince,heir/heiress,bxg,mystery,loser,werewolves","https://assets.dreame.com/cover/2024/01/29/175188730971410432065b763d152a59.png@.webp","This book is the 3rd in The Lycans Of Lykos Series. Book 1: The Lycan Kings Hybrid Queen, and Book 2: Lost Lycan Princess are out now on Dreame. Each book can be read as a standalone, but for ease of reading, I suggest you read them in order.

My name is Blaze Knight, and I am the Gamma Prince of The Royal Pack in Lykos. I am a head Warrior, and I'm good at my job. I have fought beside my cousin and King for three years to keep our country safe. But a year ago, I stupidly yelled at the King about how I had a mate I abandoned two years previous. Abandoning one's mate is never right, but I did so because my mate is human. Humans are rare to never allowed in Lykos; the King distrusts humans. However, Thane is willing to make an exception for me, his cousin. The problem is, will she forgive me for leaving? Finding out I have a son throws me for a loop, but he's mine, and I will not leave him behind in a Werewolf pack where his mother is verbally abused every day. Unloved and unwanted her whole life, Rain is closed off and unwilling to forgive me for walking away from her like she was nothing. I have some groveling to do, but I'll do whatever it takes to make that beautiful woman mine. Including finding her family, even if it is the last thing she wants. What could go wrong? Everything, that's what. But I won't give up; even hearing all Rain's shocking secrets won't make me give up on my mate, and I will ki.ll anyone who tries to take her from me! Join me in my quest to have my mate fall in love with me. Follow me as I try to prove again and again why I am the only man for Rain. Come with me as I fight the world to keep her safe. Welcome to Lykos..."
"Owned By Her Triplet Bullies","Romance","opposites attract,shifter","https://assets.dreame.com/cover/2023/05/22/1660524914970501120646b03f56e51b.png@.webp","#Whowillbehermate?

#SummerUpdateProgram

""I can't do this. I can't deal with all this. You all have toured me so much that I'm sure you will make my life a living hell if I stay here as your mate,” I said, trying hard to control my tears.

“What do you mean by that?” Philip asks anxiously.

I stared at the three of them for a few minutes before saying what I had to say..

“I, Emma Garcia, refuse Julian Martinez, Philip Martinez, and Alexander Martinez as my mates. I refuse to accept them,” I finished, crying profusely. I saw their eyes widen in shock.

Growing up as an Orphan and an omega, Emma is subjected to bullying especially from her pack's Alpha's triplet sons and their best friend the Beta's daughter. All what Emma dreamt about and longed for was her 18th birthday when she is finally old enough to leave the pack but what happens when she discovers she is mated to her bullies: The Alpha's Triplet.

Will she ever forgive the Triplets?

How will the brothers successfully win her over especially when the Beta's daughter wants the boys only to herself?

*********

WARNING!!!

THERE ARE SCENES OF EXTREME BULLYING."
"Her Silver Eyed Mate","Romance","revenge,fated,kickass heroine,fairy,bxg,werewolves,supernature earth,enimies to lovers,whodunnit,passionate","https://files.dreame.com/images/2023/01/01/160959296917713715263b1b9e37141a.png@208w_300h_2e_53287592837a.webp","He's her target... and her mate.

Agent Sienna Stone is a half fae, half human assassin who has sworn to protect the humans against the dangerous supernatural creatures who tore her own family apart many years ago. Bloodthirsty for revenge, she is more than ready to go undercover at the supernatural academy and take down the elite from the inside.

There is just one problem. Raiden Romano.

The sinfully sexy tribrid who turns her whole world upside down and makes her question everything she has ever known. Her head warns her not to fall for his captivating eyes, smooth talk and irresistible charms. But her heart? It wants something else entirely.

With dark truths to learn, mysteries to solve and her entire purpose in question... choosing the wrong side could cost her everything."
"Cheers to Comeuppance","Romance","revenge,love-triangle,powerful,confident,heir/heiress,drama,bxg,serious,office/work place,betrayal","https://files.dreame.com/images/2021/01/30/13553922308941209606014f300818b1.png@208w_300h_2e_53287592837a.webp","#DreameLoveStoryContest

Update 05/14/2022

This book will be turning into Pay to Read by 05/16/2022

Annika Hollands had a perfect life- or so she thought. At 19, Annika married her high school sweetheart, and they both agreed to wait on having children until they graduated and had their careers. Annika became a doctor, and has her own practice in family health, while her husband, Jeffrey became a powerful defense attorney. They had seven years of pure bliss, and they were both still very young.

In Annika’s mind, things were great between the two of them, and she never felt more confident in her and Jeff’s marriage, even though they didn’t see each other as often as they would have liked to. Their careers kept them both very busy, and they rarely spent any days at home together, let alone in the same bed. Still, Annika felt like things would change for the better when they decided to have a family. Unfortunately for her, things take a turn for the worse when her best friend and fellow family doctor witnesses Jeff having an affair.

Annika is heartbroken after finding out about Jeff’s affair, and vows to take revenge on him and his mistress for playing her for a fool. Through her crusade, Annika meets a very powerful businessman who knows what it’s like to be betrayed by the one you made vows to. The kicker, he’s Jeff’s mistress’ ex-husband and as he decides to help Annika. While executing their plans, he begins to fall in love with Annika.

Will the ones who hurt her get their comeuppance? Read to see how Annika’s story of vengeance unfolds.

Image credits goes to Pixabay

All rights reserved 2022

Any form of copyright infringement or attempts to pirate my any of my stories maybe followed by legal action against the accused.

Piracy is a federal crime and copyright infringement will not be tolerated."
"Hot Fire Candy: The Morningstar Series Book 10","Romance","dark,HE,king,bxg,another world,dragons,lonely,addiction","https://assets.dreame.com/cover/2024/03/07/176562076186072678465e95a179ee3e.png@.webp","******* Book 10 of the Morningstar Series! **********

Amory is the youngest of all 12 of the Morningstar children. She's been feisty her entire life with an attitude straight from Hell. Mo lived her whole life with a power that other people either didn't understand, or didn't believe.

Seer's died off thousands of years ago, yet Mo is able to see the future. She went through her life being used to no one believing her unless she proved them wrong. That gave her a sort of attitude that made her not want to be honest with anyone.

Because Mo isn't just a Seer. Her power's go far beyond just being able to see the future. Something that only one other person knows.

Kee.

The two Morningstar's that you can't keep a secret from are Kee and Mo. Which means, they can't keep secrets from each other either. Mo catches wind of what her sister is up to in Hell, and she wants a part of it.

Mo is sick of everyone underestimating her. She's sick of not finding anyone strong enough to put up a real fight with her. Mo is an already angry girl surrounded by people wanting to put her down every chance they get.

And the worst part... She already knows who her mate is. Mo might not know his name, what he is, or where he is, but she knows him. She knows that he's going to be a complete a.sshole to her. Mo knows that her mateship is doomed before it's even begun.

However, when Kee's plans start to grow, she sends her little sister out on an important mission. Go to the Dragon Kingdom, and force King Cadmus into signing a treaty with them.

Little do either of them know, Cadmus is no longer the king. After all of these years, he's stepped down, and handed the throne to his son, Prince Caidian.

Caidian is extremely fond of the Morningstar family after what Kee did for him. When he first learns of why Mo is there, he's ready to sign any treaty that Kee has sent his way. Anything for his personal hero.

When Caidian first lays his eyes on Mo, however... Things quickly change. The unruly and grumpy Dragon just found his favorite new play thing. Something to keep him occupied for the rest of his long life.

This something... just so happened to be his mate.

Unfortunately for the Dragon King, his mate doesn't seem to want him at all. All Mo wants is for him to sign the treaty so she can leave. She doesn't care about being mated in the slightest.

This pi.sses Caidian off to no end. He doesn't care what he has to do. Amory Morningstar will be his.

Whether she likes it or not."
"The Alpha King and His Second Chance (Werewolf Throne Legacies 1-5)","Romance","forbidden,HE,friends to lovers,powerful,king,drama,bxg,pack","https://assets.dreame.com/cover/2024/03/14/176818852531453952065f2b182e4c86.png@.webp","Book 1-5 Completed

My mom had just gotten through her speech about how we need to listen closely to her today and not leave her side, much to my brothers' annoyance. It was only a moment later when her eyes glazed over and her expression changed from commanding Luna to a fearful mother.

""Mom?"" I asked.

""Run, we need to run!"" She whisper-yelled to my brother and I. No sooner had she said it, fire began to spread through the pack. Fear took over my body and I stood stunned in place trying to process what was happening. My mother quickly picked me up and began to run with my brother following closely next to her. Everything happened so fast. Seth took a sharp left turn, heading towards our border, undoubtedly where our father had gone off too. I think my mom yelled at him. I was too distracted looking at our home going up in flames. I felt her put me down and finally snapped out of it when she told me to run again.

""Head north and don't look back!"" She yelled, pushing me in the correct direction before she took off in the direction of Seth.

With a final longing stare, I took off, heading north as fast as my feet could carry me. It wasn't until I was about to cross our pack border that I saw a scary-looking man facing my direction. He was enormous, much taller and bigger than a normal werewolf. Was he a Lycan? The smoke was making it hard to breathe, my lungs begging for clean air. I didn't know what to do but to keep running.

------

Sierra Wilson is not your average werewolf. When tragedy strikes, her life is turned upside down and everything seems hopeless. That is until she meets Edward. None other than the Alpha Lycan King and her mate. Will they be able to face their demons together, or will fate have something else in store?

Note:

Books 1-5 of the Werewolf Throne Legacies series are all under one title!

The Alpha King and His Second Chance

The Alpha King and His Human Luna

The Alpha Queen and Her Chosen Mate

The Lost Werewolf Princess

The Legend of the Alpha Twins"
"Betrayed By Everyone, Loved by Four.","Romance","love-triangle,HE,drama,bxg,nerd,campus,highschool,musclebear,addiction,brutal,seductive","https://assets.dreame.com/cover/2023/12/27/1739835485733740544658b8baf23cba.png@.webp","Millie is an 18 year old normal girl in her senior year of high school. The year before was the worst year of her life. First her boyfriend dumps her after having s*x with him, then she finds out that he and her best friend had been hooking up the whole time. What's worse is, her best friend Vaness was talking about her behind her back the whole time. After the break up Millie's best friend Vanessa told the whole school a bunch of lies about her. Now everyone hates her and bullies her on a daily basis.

Millie thought that her senior year would be different but it was proving not to be. She was still being bullied since day one. Two weeks into the school year and everything changed for her.

Four transfer students from New Mexico finally arrived, everyone has only been talking about them for two weeks straight. The new boys are long time friends who moved to California because of their parents. All of them are smoking hot, all of them are popular in their own way, and all of them want Millie.

Will she choose one of them? None of them? All of them?

Ready more to find out."
"He Stole My Heart, I Stole His Child","Werewolf Romance","alpha,one-night stand,HE,drama,bxg,werewolves,pack,addiction","https://files.dreame.com/images/2023/07/21/168245796536351948864baceb443382.png@208w_300h_2e_53287592837a.webp","I sniff the air a few times, then get closer and closer, until I am leaning in the car, just inches from Bailey.

Inside, the most beautiful little boy I have ever seen is staring back at me, making my mouth drop and my eyes go wide. The little boy smiles back at me, his little teeth and perfect nose making my heart contract as I finally register why he smells so familiar.

He’s mine. Bailey had my son, and she has been raising him without me all this time.

~~~~~~~~

Alpha Axel finds his mate, a human, in a bar, takes her to his hotel room, they share an awesome night together but the next morning she is gone. He searches for her for years, wondering why she would leave without a trace.

Bailey gets in a fight with her boyfriend while they are on vacation and goes to a bar, sleeps with a random man she feels a connection with, not knowing he’s a werewolf and alpha. After seeing a suspicious phone call and message from a woman named Courtney while Axel is still asleep, she runs away in the morning right back to get a ride from her manipulative ex boyfriend. She finds out later she is pregnant and, not knowing about werewolves or their shortened pregnancies, thinks it’s her previous boyfriend’s and makes the mistake of taking him back for the child.

Levi, the boyfriend, gets even more toxic over the years and she leaves him, but he breaks into her home to try to abduct her child to force her to take him back. Police get called but won’t do much since it looks like a custody disagreement, leaving Bailey with only the option of going to court to fight for her son.

She files a restraining order that gets denied while she files for the custody hearing with the courts. When she finds out her restraining order got denied, she tells the boyfriend the child isn’t his on the phone in the heat of the moment and he becomes irate, threatening to kill the kid if he isn’t, so she runs away to hide herself and her child.

She ends up back in the town she met the alpha years prior and he sees her pumping gas. He approaches her and when he sees the child in the backseat he knows he’s the father.

Any attempts to steal my work will be met with legal action. Copyright © 2023 C. Hazlewood

This is the second book in the series. It can be read as a stand alone, but characters from book 1 cross over.

Book1: Her Brother, Her Mate

Book2: He Stole My Heart, I Stole His Child (this book)

Prequel: Battle of the Betas"
"Soul Bonded","Romance","adventure,fated,curse,powerful,prince,princess,bxg,mystery,lucky dog,werewolves,campus,pack,dragons,war","https://assets.dreame.com/cover/2024/01/29/175188786985082060865b7645795b3c.png@.webp","Soul Bonded is the much anticipated story of Aurora and Levi - Lycan Princess, Dragon Prince.

I do hope you'll join us on the next stage of our journey through Lykos. Add the book to your libraries and click remind me of updates!

Aurora, daughter of Lycan King Thane Knight and his Queen Lyric, is Soul Bonded to the Levi Lightborne, son of Dragon King Xale, Grandson of Dragon God Leviathan. Aurora has waited all her life to finally feel the mate bond with Levi. Having left for Training Camp eighteen months ago, Levi was unable to be with Aurora the day she turned eighteen. Now, with secrets and lies keeping them apart, and enemies coming out of the woodwork, will Aurora and Levi ever find their way back to one another?

With Soul Keeper Mark knee deep in tragedy, Aurora's life is in danger. With his loyalties lying elsewhere, Mark must make a choice. Help his cousin, Aurora and uncle Levi, or save his mate from hell.

These three friends must navigate the perilous tides of life to find where they belong. Only one thing stands in their way, a God like no other who takes Aurora for his own. It's down to Levi and Mark to bring Aurora home - or die trying."
"The Rejected Goddess","Romance","opposites attract,another world","https://assets.dreame.com/cover/2023/06/08/166671809563455897664818bceeaf2d.png@.webp","“I won’t ask again. Who are you?” Eric growls louder. Has he always been this stupid? I can’t help thinking to myself.

“What the hell are you?” Melanie asks me, stepping up beside Eric and placing her hand in his. In the past this would have hurt me, but now I don’t feel anything at all.

“I am the Goddess of Justice and Revenge. Hello.” I say smirking at everyone as I release a small amount of my aura to make them submit.

********

Emma is not only rejected by her mate. The cause of this rejection? Her very own sister.

Emma was once a happy girl who wanted for nothing, she loved her brother and father dearly and worked hard to be useful to the pack and those around her. But one day she is rejected by her mate, who sees her as worthless due to the manipulation of her very own sister.

Emma dies at the hands of her mate and sister, for no other reason than greed. But to everyone’s surprise, including Emma’s, she is reborn as a goddess who fights for the rights of others. Her job is to protect those who have been wronged, but who will protect her?

Who will fight for Emma? Who will put right the wrongs of her past as she does for others?

A new Alpha enters the fray; who is he to her?

How will Emma fare in the battle between the rogues and her own destiny?

Follow Emma on her journey to discover what happens to this reborn goddess."
"Quadruplet Alphas and Their Lost Ice Princess","Werewolf Romance","billionaire,alpha,dark,possessive,fated,mate,dominant,princess,bxg,pack","https://files.dreame.com/images/2022/06/22/153950641843946700862b2c0b391d91.png@208w_300h_2e_53287592837a.webp","Get ready for a captivating tale of love, betrayal, and unexpected twists! Emerald Hutton, a shy and humble she-wolf, has always felt like an outcast at school, bullied for her financial situation. But when her long-term boyfriend unexpectedly mates with one of her best friends, Emerald's world is turned upside down. In a shocking turn of events, she is claimed by the famous playboy quadruplet alphas on the same night.

Heartbroken and confused, Emerald is unable to feel the mate bond with the quadruplets, leaving them anxious about their future together. As the quadruplets, who have waited five years for their mate, try to win her over, Emerald is forced to adjust to her new reality. Can she overcome her doubts and fears to embrace the bond with her destined mates?

But the challenges don't end there. Just as Emerald starts to find her footing, she is sought after by another suitor, throwing her into a whirlwind of emotions and choices. Will Emerald be able to navigate the complexities of love, loyalty, and duty? What secrets will she uncover along the way?

Join Emerald on her journey as she grapples with unexpected turns of fate, confronts her deepest fears, and discovers the true meaning of love in ""Claimed by the Quadruplet Alphas."" This steamy paranormal romance will leave you on the edge of your seat, eagerly turning the pages to uncover what happens next. Don't miss out on this captivating story that will keep you hooked from beginning to end!

Please Note: This is a forced proximity romance story. With headstrong and possessive, bossy Alpha males and a meek FMC that grows in confidence and her character as the story progresses."
"Forbidden Love: Alpha Stepfather Is My Mate!","Billionaire Romance","love-triangle,HE,forced,powerful,boss,drama,bxg,city,lies","https://files.dreame.com/0/icon/s-555e15cbbb38f46e8ca412101aea4df5/1702608587.jpg@208w_300h_2e_53287592837a.webp","“Where do you think you are going, Kitten?”

Olivia’s life is turned upside down when she loses her father on her eighteenth birthday. But what she doesn’t expect is her mother that has left for the last 13 years showing up to take her in.

However, that is the least of her troubles as she soon finds out that she is drawn to her stepfather, André, the Greek god Alpha of Crestwood Pack.

More importantly, André is drawn to her and has decided that she is his to keep!"
