name,assoc_names,original_language,authors,genres,tags,image_link,description
"Good God, Stop!","[""Be Good, Great God Don't Make A Fuss"", 'GGS!', 'Ngoan, Đại Thần Đừng Nghịch', '乖，大神别闹！']",chinese,"['green plum sauce', 'qīngméi jiàng', '吃青梅酱呀', '青梅酱']","['fantasy', 'romance', 'sports', 'yaoi']","['cold love interests', 'e-sports', 'gamers', 'mmorpg', 'modern day', 'reincarnation', 'seme protagonist', 'slow romance']",https://cdn.novelupdates.com/images/2021/08/Good-God-Stop.jpg,"Lin Xiao, who just won China’s first World trophy, got in an accident and was reborn five years later. With the rapid development of the eSports industry, the career as professional player bloomed, the Club’s Gods circle/Professional Commentators circle/Popular MCs circle, the old friends from back then were all over the place. The return of a King, aiming for the League, going from an unknown rookie to once again rising to the top. Reporter: Regarding the rumours between you and Captain You, is there anything you want to say?
Lin Xiao: With all due respect, with my ability there is no need for un-spoken-rules!
Reporter: Captain You, is there anything you want to add?
You Jing: The rumours are true, back then he was vying for my love.
Lin Xiao: …how many times do I need to say it, that person wasn’t me!"
Good Luck Time,"['A Fortunate Time', 'Good Luck Period', 'Hǎo yùn shíjiān', '好运时间']",chinese,"['ka bi qiu', '卡比丘']","['adult', 'drama', 'mature', 'psychological', 'romance', 'school life', 'slice of life', 'smut', 'yaoi']","['adapted to drama cd', 'adapted to manhua', 'autism', 'devoted love interests', 'disabilities', 'first love', 'first-time interc**rse', 'f*llatio', 'friendship', 'handsome male lead', 'h*ndjob', 'loner protagonist', 'lovers reunited', 'modern day', 'multiple pov', 'popular love interests', 'protagonist falls in love first']",https://cdn.novelupdates.com/images/2022/10/Good-Luck-Time.jpg,"You just want me to draw cards for you. A scoundrel with good gambling luck and an unlucky, silly kid. The tale of two fools in love."
Gunman Demon Prince’s Otherworld Conquest – Is It Really Alright for Me to Summon Modern Weapons and Fight Overwhelmingly When I’m in the Demon King’s Army?,"[""The Bullet Demon Prince's Otherworldly Capture"", '銃弾魔王子の異世界攻略\u3000ー魔王軍なのに現代兵器を召喚して圧倒的に戦ってもいいですか']",japanese,"['mung dou sora', '緑豆空']","['action', 'adventure', 'drama', 'fantasy', 'harem', 'mature', 'seinen', 'tragedy']","['adopted protagonist', 'age progression', 'appearance different from actual age', 'aristocracy', 'bloodlines', 'caring protagonist', 'character growth', 'charismatic protagonist', 'charming protagonist', 'cheats', 'cruel characters', 'death of loved ones', 'demi-humans', 'demon lord', 'demons', 'determined protagonist', 'discrimination', 'dragons', 'empires', 'evil organizations', 'evil religions', 'fantasy creatures', 'fantasy world', 'firearms', 'hard-working protagonist', 'human-nonhuman relationship', 'humanoid protagonist', 'kind love interests', 'kingdoms', 'leadership', 'love interest falls in love first', 'loyal subordinates', 'magic', 'magic beasts', 'male protagonist', 'mature protagonist', 'modern knowledge', 'multiple pov', 'obsessive love', 'older love interests', 'previous life talent', 'reincarnated in another world', 'religions', 'romantic subplot', 'royalty', 'saving the world', 'siblings not related by blood', 'strategist', 'strong love interests', 'strong to stronger', 'sudden strength gain', 'sword and magic', 'time skip', 'underestimated protagonist', 'unique weapon user', 'unique weapons', 'vampires', 'wars']",https://cdn.novelupdates.com/images/2024/01/Gunman-Demon-Princes-Otherworld-Conquest-Is-It-Really-Alright-for-Me-to-Summon-Modern-Weapons-and-Fight-Overwhelmingly-When-Im-in-the-De.png,"As a weapon nerd, I spent my days playing survival games. On a certain day, tickets to an authentic American survival game tournament arrived. We entered the tournament as the strongest team and won more smoothly than expected. But “it” happened in the middle of the semi-finals. When I fired the shot that would decide the outcome of the battle, what was fired into my chest in return was, surprisingly, a live bullet. Although I should’ve died there, once I woke up, I was in a different world of swords and magic. A young, blonde-haired, blue-eyed, unparalleled beauty became my mother, and a big-breasted maid would wash my body… I thought, “I’m so happy that I will be able to live a smooth life as a child of an aristocrat”. However, a terrible disaster would befall me when I became a young boy. Enemy assassins would approach me one after another, giving way to begin a life-threatening runaway lifestyle in another world. The only hope left for me to survive is the power of [summoning modern weapons]. Will I be able to take back the peaceful world again? Raul Forest starts running. To survive this harsh world today!
Summon modern weapons and fight your way through the Super Death Mode parallel world. A relatively classic reincarnation story in another world."
Hagure Seirei Ino Shinsatsu Kiroku~ Seijo Kishi-dan to Iyashi no Kamiwaza ~ (LN),"['Medical Examination Record of the Stray Spirits Doctor ~ Holy Knights and the Divine Work of Healing ~', 'はぐれ精霊医の診察記録\u3000～聖女騎士団と癒やしの神業～']",japanese,"['toowa', 'とーわ']","['adventure', 'fantasy', 'harem']","['adapted to manga', 'average-looking protagonist', 'determined protagonist', 'doctors', 'hard-working protagonist', 'military', 'politics', 'royalty', 'spirit users', 'spirits', 'wars', 'weak protagonist']",https://cdn.novelupdates.com/images/2023/09/Hagure-Seirei-Ino-Shinsatsu-Kiroku-Seijo-Kishidan-to-Iyashi-no-Kamiwaza.jpg,"The doctor who rewrites the world’s common sense aims for the top of the kingdom with the princess knights! Having drawn a stray spirit in the Selection Ritual and fallen from the path of success, Grass was given a command to become the military doctor for the princess knights who fight on the front lines. Follow the ‘stray’ who can heal everything in this military fantasy as it begins!"
Half-elves Fall in Love,['惚れ症のハーフエルフさん'],japanese,"['kamio george', '神尾丈治']","['adult', 'adventure', 'fantasy', 'harem', 'romance', 'seinen']","['adapted to manga', 'amnesia', 'beastkin', 'character growth', 'clever protagonist', 'coma', 'demi-humans', 'depictions of cruelty', 'discrimination', 'doctors', 'dragon riders', 'dragon slayers', 'dragons', 'dwarfs', 'elves', 'exhibitionism', 'fantasy world', 'first-time interc**rse', 'f**anari', 'incest', 'kidnappings', 'loli', 'love interest falls in love first', 'magic', 'magical space', 'male protagonist', 'mercenaries', 'military', 'or*y', 'polygamy', 'pregnancy', 'r-18', 'reverse r*pe', 's*x s*aves', 's*ave harem', 'soldiers', 'transformation ability', 'weak protagonist', 'world travel']",https://cdn.novelupdates.com/images/2018/08/halfelvesfall.jpg,"The spring fountain town of miracle that heals anything, Polka. In the hometown of memories, with my dear parents, there was a figure of a half-elf girl who swore to become my female s*ave. Repeating such a memorable talk every time he drinks alcohol, 25 years old Andy Smeyson is a former blacksmith’s apprentice and an innocent crossbow soldier. Andy is surrounded by nice companions and competent and sexy bosses, which is different from what he had thought when he was a child, but this was a cozy life. When the half-elf girl suddenly appeared in front of him, he will jump into a furious destiny. Andy, who is weak but courageous​ and clever will meet a lot of different race ladies such as elves, half elves, dark elves, loli dwarves, dragon girls, beast girls and make them his female s*aves one after another. The h**ny adventure started from a half elf girl who doesn’t stop liking him will eventually become a legend ──."
Heartthrob Cannon Fodder Is Forced to Pretend to Be a Straight Man,['万人迷炮灰被迫装直男'],chinese,['顾楚'],"['fantasy', 'romance', 'shounen ai', 'tragedy', 'yaoi']","['bisexual protagonist', 'seme protagonist']",https://cdn.novelupdates.com/images/2024/04/Heartthrob-cannon-fodder-is-forced-to-pretend-to-be-a-straight-man.jpeg,"Xie Fuyi, the ace actor in the main character department of Pure Love novels, has always been unrivaled in his achievements. But ever since he was transferred to the cannon fodder department, his portrayal of cannon fodder roles has repeatedly failed! Because protagonists in every world fight fiercely to win him over! In order to help the protagonists successfully get together, Xie Fuyi is forced to pretend to be a straight, career-oriented man—clueless in love, devoted only to his career!"
Help! My Overprotective S-Rank Master Who Loves Me Too Much Won’t Let Me Go on Quests!,['美人で可愛いSランク冒険者の弟子になった俺、俺のことを大好きで過保護な師匠が俺を好き過ぎてクエストに行かせてくれない！〜俺は早く強くなりたいのに師匠は俺とイチャイチャしたいらしい〜'],japanese,['kamizuki'],"['action', 'adult', 'adventure', 'comedy', 'drama', 'fantasy', 'martial arts', 'mature', 'romance']","['beautiful female lead', 'clingy lover', 'fantasy world', 'female master', 'male protagonist', 'master-disciple relationship', 'possessive characters', 'yandere']",https://www.novelupdates.com/img/noimagefound.jpg,"Adin Almarx, the protagonist, who’s eager to fulfill a past “promise,” strives to become the strongest as soon as possible. However, his intense determination leads him to collapse from exhaustion during his training. At this moment, a beautiful S-rank mentor, deeply enamored and overly protective of Adin, prevents him from embarking on any quests. Thus begins a romantic comedy fantasy, where the protagonist navigates the challenges of training and affection under the watchful eye of his doting mentor."
I Accidentally Seduced the Male Lead’s Younger Brother,"['IASMLYB', '실수로 남주의 동생을 꼬셔버렸다']",korean,"['honey jam-gak', '꿀잼각']","['fantasy', 'josei', 'romance']","['adapted to manhwa', 'beautiful female lead', 'child abuse', 'child protagonist', 'childcare', 'childhood friends', 'childhood love', 'european ambience', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'male yandere', 'nobles', 'obsessive love', 'spirits', 'transmigration', 'twisted personality', 'younger love interests']",https://cdn.novelupdates.com/images/2022/02/I-Accidentally-Seduced-the-Male-Leads-Younger-Brother.jpg,"She possessed the mistress of the male lead in an R19 novel. In the original novel, the male lead was a tr*sh who abandoned her after getting her pregnant, saying that he belatedly realized that he loved the heroine. Fortunately, it was still before the original work started. I decided to scrap this sh*t by myself. *** “No, I don’t want to.” I flatly rejected Killian’s offer to have an affair with him. When he asked me why, I smiled brightly and answered. “The Young Master is not my taste. If I must say, your younger brother is much preferable.” “What? You prefer my younger brother?” Yeah. Not you, but your brother. *** Unlike the original, I firmly set up an iron wall, took care of Lexion, the younger brother who was abused by his older sibling, and protected the original female lead who has low-esteem against that shitty male lead. And now that I’ve already done what I have to do, I’m off to go. But a few years later, Lexion, who pushed his older brother and sat in the Duke’s seat, came back to me as a beast with a decadent beauty. On top of that, he’s even holding the engagement document that I signed as a joke during childhood. “I’ve never forgotten you for a moment. Please marry me, noona.” No, wasn’t that just for playing house? Everytime I refuse his marriage proposal, he will gently hug me around my waist, and ask in such a cold voice. “Did your taste change while I was away?” Lexion’s eyes were full of life as he asked. It’s as if when he found out who my type was, he’ll kill it right away."
I Am So Kind,"['I am kind', 'I am so kind and honest', '我本厚道']",chinese,['绝歌 (juege)'],"['action', 'adventure', 'comedy', 'martial arts', 'romance', 'shoujo ai', 'xianxia', 'yuri']","['beautiful female lead', 'calm protagonist', 'cultivation', 'cute protagonist', 'female master', 'hard-working protagonist', 'immortals', 'ruthless protagonist', 'weak to strong']",https://cdn.novelupdates.com/images/2023/11/I-am-so-kind.jpeg,"The country is plagued by demons and a three-year drought. Fairy Immortal Yu Mi passed by Qingshan country while killing demons and came across Bao Gu. She thought she had found a treasure and swiftly abducted Bao Gu. She didn’t expect that Bao Gu, who was had a full spiritual root as measured by the spiritual stone, was actually a “five miscellaneous roots” type spiritual root. This was known as a waste talent in immortal cultivation! (Aiya, fell into a trap! Can I return it?) Bao Gu on the other hand never thought the immortal sect that Fairy Yu Mi would bring her to would be a wild mountain! How about the promised Fairy Immortal? The promised jade buildings, tall mountains, spiritual herbs and immortal treasures?! Take care of yourself?! Free apprenticeship?? Food is all in the forest and you need to find it yourself??The sect master is missing?? What about my master?? Master is currently going through a life and death stage in cultivation don’t you know? Bao Gu and Yu Mi, two poor and bitter sisters walked the path of cultivation on their own…"
I Am That Little Fox [Quick Transmigration],['我就是这样的小狐狸[快穿]'],chinese,"['blooming without results', '开花不结果', '闲时听雨']","['fantasy', 'romance', 'supernatural']","['childish protagonist', 'female protagonist', 'fox spirits', 'lack of common sense', 'master-disciple relationship', 'naive protagonist', 'older love interests', 'system administrator', 'transmigration', 'wealthy characters', 'world hopping']",https://cdn.novelupdates.com/images/2021/05/I-Am-That-Little-Fox-Quick-Transmigration.jpg,"Bai Xiaoxi is a young fox spirit who has just reached adulthood. She binds to the system in order to go down to the mountain to look for her master. The True Love System is happy to see that the host is a fox spirit, definitely good at seducing men! He can already see the bright future of his promotion and pay rise to the top of his lifespan! First Day of Binding The system: ” Hurry, there’s a big shot sitting in that car in front of you, rush up and touch the porcelain!” Bai Xiaoxi obediently charged forward, and then Bang… The big shot was knocked away together with the car by her. System: “……” Second day of binding System: “This is the time, go! Tease him!” Bai Xiaoxi stood on her tiptoes and ruffled the hair of the man across the room. “……” The system wanted to cry: “Aren’t you a fox spirit? Hooking up with men is a racial talent, so why can’t you do it?” Bai Xiaoxi was very innocent: “But I was raised by a phoenix.” The system, dead. Notes :
1. big shot 大佬 (dàlǎo): big shot (leading some field or group)
2. touch the porcelain 碰瓷 (pèngcí): (coll.) to scam sb by setting up an “accident” in which one appears to have sustained damage or injury caused by the scam victim, then demanding compensation (variations include putting “expensive” porcelain in a place where it is likely to be knocked over by passers-by, and stepping into the path of a slow-moving car)"
I Became a Drunkard in a Martial Arts Novel.,['무협지 속 주정뱅이가 되었다'],korean,['눈작'],"['action', 'adult', 'adventure', 'comedy', 'fantasy', 'harem', 'martial arts', 'romance', 'school life']","['beautiful female lead', 'comedic undertone', 'immortals', 'male protagonist', 'multiple pov', 'obsessive love', 'polygamy', 'possession', 'strong to stronger', 'transmigration', 'transported to another world', 'yandere']",https://cdn.novelupdates.com/images/2024/03/I-Became-a-Drunkard-in-a-Martial-Arts-Novel.png,"I sent a 5,700-character letter and returned once. And I was transported into the second new martial arts novel by the same author. This time, I didn’t write anything… ?"
I Became a Leader in a Wretched Prison,"['I Became a Dead Character in a Prison for Wastes', '피폐물 감방의 고인물이 되었다']",korean,['문시현'],"['action', 'fantasy', 'romance', 'supernatural']","['beautiful female lead', 'cross-dressing', 'empires', 'european ambience', 'fearless protagonist', 'female protagonist', 'kingdoms', 'lack of common sense', 'prison', 'transmigration']",https://cdn.novelupdates.com/images/2023/05/I-Became-a-Leader-in-a-Wretched-Prison.jpg,"I transmigrated into a novel… but, why did I transmigrate 10 years before the original story? To make matter worse, the place I transmigrated into was a prison, a place even more dangerous than a jungle. I struggled and fought to survive, and after 10 years had passed, I became the leader of the inmates. * * * “Hey, Mint, easy there. Do it moderately.” “I don’t know what you’re talking about.” I was known as a good-for-nothing leader, however, becoming the leader in this wretched place has its own advantages. That was why I’ve come to accept it as a privilege instead. “I could declare you dead on paper. But, you have to do one thing for me.” “I don’t understand what you mean.” And then, a chance appeared before me like a dream. “If you help me, I’ll get you released.” “What should I do, sir?” “…” The warden suddenly ordered the prison’s craziest girl to help him. “Make the new inmate who’ll enter soon become the leader.” This place was a prison, a lawless zone.
If I manage to make that person a leader, I will finally be released. “By the way, it is the men prison you need to go to.” “…What? How could I even do that?” “Disguise, of course!” However… The new inmate turned out to be the male lead."
I Became a Villainess and Was Pestered by Beautiful Girls,['变身反派女主的我被美少女们纠缠'],chinese,['馍馍一块钱四个'],"['action', 'adventure', 'gender bender', 'harem', 'martial arts', 'romance', 'shoujo ai', 'xianxia', 'yuri']","['cultivation', 'evil organizations', 'genius protagonist', 'immortals', 'schemes and conspiracies', 'transmigration']",https://cdn.novelupdates.com/images/2023/11/I-became-a-villainess-and-was-pestered-by-beautiful-girls.png,"After crossing over and becoming the Xuanling Sect’s “badass” senior sister Tang Xin, she wanted to make a good relationship with the beautiful female protagonist, the future sword god of the Nine Provinces, Su Ling, but she was forced by the system to continue to be an “evil person”… …Eh, something’s wrong, why does she like me more the more when I scold her? Why are there more and more beautiful girls around me?!"
I Became Popular After Acting Like a Green Tea,['装绿茶后我爆红了[穿书]'],chinese,['叶子已青'],"['comedy', 'fantasy', 'romance']","['acting', 'beautiful female lead', 'celebrities', 'clever protagonist', 'devoted love interests', 'doting love interests', 'female protagonist', 'handsome male lead', 'livestreaming', 'love interest falls in love first', 'modern day', 'showbiz', 'system administrator', 'transmigration', 'wealthy characters']",https://cdn.novelupdates.com/images/2021/11/I-Became-Popular-After-Acting-Like-a-Green-Tea.jpg,"In a melodramatic[1] novel, there is always that type of rich and beautiful female supporting character with a hot body. However, her fiancé is always snatched away by the delicate and pretty white lotus flower.[2]
It just so happens that Xia An transmigrated into this type of female supporting character, chasing all over the world for the scum. The system informs her that if she wants to avoid the tragic death ending, she has to resist the influence of the plot setting and reduce the amount of  supporting female character’s bad luck value. Her current bad luck value is 999.
Xia An and the white lotus flower were attending a live variety show together. While they were talking, the white lotus flower suddenly fell to the ground.
Xia An: Hm??
In the white lotus flower’ heart: Xia An, just wait to be cursed to death by the whole internet!
The next second, Xia An fell to the ground as an “ah” escaped from her lips. She held her knees with one hand and looked up timidly. With a hauntingly beautiful gaze, she cried out, “Ouch~”
White Lotus Flower: Huh? Why is she not following the usual way of things?!
[Beep—Bad Luck Value reduced by 10.]
Notes:
[1] 狗血[gǒuxiě]- dog blood/ unbelievable/ exaggerated/ Melodramatic.  Firstly, it could be describing trite and highly predictable movie or Tv drama scenes. Secondly, it could be related to ludicrously unrealistic movie or TV drama scenes. Thirdly, it could relate to or characterised by schmaltz, dramatised sentimentalism, as in TV shows and movies. Lastly, it may be relating to life events that are ridiculous or infuriating.
[2] 白莲花 (bái lián huā) ‘White lotus flower’ – someone who is pure in appearance, but opposite inside. It just so happens that Xia An transmigrated into this type of female supporting character, chasing all over the world for the scum. The system informs her that if she wants to avoid the tragic death ending, she has to resist the influence of the plot setting and reduce the amount of  supporting female character’s bad luck value. Her current bad luck value is 999. Xia An and the white lotus flower were attending a live variety show together. While they were talking, the white lotus flower suddenly fell to the ground. Xia An: Hm?? In the white lotus flower’ heart: Xia An, just wait to be cursed to death by the whole internet! The next second, Xia An fell to the ground as an “ah” escaped from her lips. She held her knees with one hand and looked up timidly. With a hauntingly beautiful gaze, she cried out, “Ouch~” White Lotus Flower: Huh? Why is she not following the usual way of things?! Notes:
[1] 狗血[gǒuxiě]- dog blood/ unbelievable/ exaggerated/ Melodramatic.  Firstly, it could be describing trite and highly predictable movie or Tv drama scenes. Secondly, it could be related to ludicrously unrealistic movie or TV drama scenes. Thirdly, it could relate to or characterised by schmaltz, dramatised sentimentalism, as in TV shows and movies. Lastly, it may be relating to life events that are ridiculous or infuriating."
I Became the Only Savior of the Obsessive Maniacs,['집착광공들의 유일한 구원자가 되었다'],korean,"['defence', '수비']","['fantasy', 'romance', 'supernatural']","['beautiful female lead', 'european ambience', 'female protagonist', 'handsome male lead', 'love triangles', 'male yandere', 'omegaverse', 'possessive characters', 'priests', 'reincarnated in another world', 'reincarnation']",https://cdn.novelupdates.com/images/2023/01/I-Became-the-Only-Savior-of-the-Obsessive-Maniacs.jpg,"She was reborn as the main character’s older sister in a R18+ BL novel. In this gold impoverished world, all the Omegas have died. And with no omegas, the number of Alphas soon dwindled. Originally in the novel, her younger brother was being beaten by the obsessives in Alpine because he smelt like an omega. As a useless extra, her life was also short lived.. *** In order to survive, I decided to become a priest of the Holy Land far from the obsessed maniacs. However, Schwarz, one of the obsessed maniacs who killed me in the original work, appeared! “Your lips are small. The way you bite your lower lip is so cute.” Even Cassius, the successor of Alpine, who never made an appearance in the original work, showed interest in me. “You, are you an omega?” I will walk the path of a priest and become the only surviving omega! Will she survive among the dangerously obsessed maniacs?"
I Became the Property of the Black Wolf,['검은 늑대의 소유가 되었습니다'],korean,"['lee ji-an', '이지안']","['fantasy', 'romance', 'smut']","['amnesia', 'aristocracy', 'beautiful female lead', 'clumsy love interests', 'cohabitation', 'cold love interests', 'cute protagonist', 'different social status', 'fantasy world', 'fated lovers', 'female protagonist', 'handsome male lead', 'lovers reunited', 'male yandere', 'misunderstandings', 'naive protagonist', 'nobles', 'obsessive love', 'possession', 'possessive characters', 'r-18', 'secret crush', 'seduction', 'strong love interests', 'tragic past', 'unrequited love', 'witches', 'yandere']",https://cdn.novelupdates.com/images/2023/10/I-Became-the-Property-of-the-Black-Wolf.png,"In the icy embrace of the snow, a woman teetered on the brink of death, accused of practicing witchcraft, a perceived menace to her own kind. In that dire moment, a figure resembling the Grim Reaper materialized, swift and decisive, whisking her away to his foreboding castle. This savior, none other than Kennard, bore the ominous moniker “The Black Wolf Who Devoured the Devil.” Discovering the woman’s memory loss, he bestowed upon her a name and a sanctuary within his castle’s walls. Elena found herself ensnared in Kennard’s grasp, an unusual exception in a world marred by frigidity and cruelty. Oblivious to her own identity, she forfeited self-concern, living at his side, ensnared by the potent scent he exuded, and ensnared within his fervent fixation. Yet, amidst her fear, Elena began to experience a myriad of emotions she dared not acknowledge. She dared not nurture these burgeoning emotions. As fate would have it, Kennard’s betrothed soon arrived at the castle, and Elena, desperate to escape the grip of her burgeoning emotions for him, contemplated her exit… “You are mine. Don’t think you can escape from me.”"
I Became the Tyrant of a Defense Game,"['Tyrant of the Tower Defense Game', '디펜스 게임의 폭군이 되었다']",korean,['류은가람'],"['action', 'adventure', 'comedy', 'fantasy', 'mature', 'psychological', 'romance', 'supernatural', 'tragedy']","['adapted to manhwa', 'amnesia', 'apocalypse', 'aristocracy', 'army', 'army building', 'beautiful female lead', 'betrayal', 'brotherhood', 'character growth', 'charismatic protagonist', 'charming protagonist', 'clever protagonist', 'dark', 'death', 'death of loved ones', 'demon lord', 'demons', 'disabilities', 'dragons', 'dungeons', 'dwarfs', 'elemental magic', 'elves', 'european ambience', 'family', 'gambling', 'game elements', 'ghosts', 'goblins', 'golems', 'hard-working protagonist', 'heroes', 'incubus', 'knights', 'leadership', 'lost civilizations', 'lottery', 'love interest falls in love first', 'loyal subordinates', 'magic', 'magical technology', 'male protagonist', 'monster tamer', 'monsters', 'multiple timelines', 'mysterious past', 'nightmares', 'past plays a big role', 'past trauma', 'politics', 'quirky characters', 'racism', 'romantic subplot', 'royalty', 'saving the world', 'schemes and conspiracies', 'siblings', 'slow romance', 'special abilities', 'strategic battles', 'strategist', 'succubus', 'suicides', 'summoning magic', 'survival', 'system administrator', 'time loop', 'time manipulation', 'torture', 'tragic past', 'transmigration', 'transplanted memories', 'transported into a game world', 'vampires', 'wars', 'weak protagonist', 'weak to strong', 'wealthy characters', 'werebeasts']",https://cdn.novelupdates.com/images/2022/08/I-became-the-Tyrant-of-a-Defense-Game.jpg,"But, when I came to my senses, I was inside of the game.
In fact, I was in the tutorial stage, a place where strategy was impossible. “I’ll clear this bullsh*t game no matter what…!”"
I Became the Vicious Senior Brother of “White Cut Black” Junior Brother,['我成了白切黑小师弟的恶毒师兄'],chinese,['一人路过'],"['romance', 'shounen ai', 'supernatural', 'xianxia']","['ancient times', 'caring protagonist', 'cold love interests', 'cultivation', 'demon lord', 'demonic cultivation technique', 'demons', 'enemies become lovers', 'handsome male lead', 'immortals', 'long separations', 'love interest falls in love first', 'possessive characters', 'psychopaths', 'righteous protagonist', 'senpai-kouhai relationship', 'shameless protagonist', 'transmigration', 'weak to strong', 'yandere', 'younger love interests']",https://cdn.novelupdates.com/images/2022/12/I-Became-the-Vicious-Senior-Brother-of-White-Cut-Black-Junior-Brother.jpg,"Shen Xingcong transmigrated into a specific starting point of the cultivation script and became the cannon fodder senior brother of Xiao Lin, the main villain in the text. At that time, Xiao Lin was still an unworthy junior brother, but Shen Xingcong knew that this person would one day slaughter the whole family completely. Even his fellow teachers, who treated him very well, won’t be let off! Therefore, when he woke up and saw his junior brother had been bullied and humiliated by the original owner, there was only one thought in his mind. Well played! Beat him to death, beat him to death! Xiao Lin was born with an antisocial personality. Since it couldn’t be changed, it would be better to retaliate (cross out) and educate bluntly! Shen Xingcong was no longer afraid. . Until one day, he came back home. The baleful Shura stood among the sea of blood with a sword, his eyes were bright red, and he looked back at him. Shen Xingcong straightened his neck firmly and waited silently for the sword to penetrate his chest. Unexpectedly, the man smiled. “No one will hinder us again.” His face was stained with blood, but his tone was utterly inconsistent with innocent. “After I take over the sect, you will be the wife of the sect leader, okay?” . Xiao Lin was defective in human emotions and desires since childhood. He was unable to feel happy and never even feel pain. Only the sense of emptiness spreading unceasingly in his body. Until that person appeared, a dark heart finally burst into waves. He ignored the man’s terrified look. He pushed the man to the bed forcefully and brushed the corner of his reddened eyes with his cold fingertips. “Senior brother is the one who provokes me first.” His eyes were slightly curved, yet they seemed to sink into the mud, and the bottom couldn’t be seen. “So, you should also be responsible to the end.” Note: 白切黑 (bái qiē hēi) “White Cut Black” means a character who looks innocent and lovable on the surface is actually a black-bellied big shot who is resolute and ruthless."
I Can Breathe Because You’re Here,"['Kimi ga Iru kara Kokyuu ga Dekiru', '君がいるから呼吸ができる']",japanese,"['ooka reki', '尾岡れき']","['comedy', 'drama', 'romance', 'school life']","['beautiful female lead', 'dense protagonist', 'male protagonist', 'modern day', 'past trauma', 'sickly characters']",https://www.novelupdates.com/img/noimagefound.jpg,"It all started when I took a printout to a classmate who was refusing to go to school. Yuki Shimokawa, who hyperventilates in front of a lot of people, and me, Fuyuki Kamikawa, who has no particular friendships and has too much time on his hands. Gradually, they become more and more important to each other."
"I Did Say I Don’t Need Development Cheats, but Isn’t This Way Too Much of a Slow Life!? ~The Price For Online Shopping in a Parallel World is Experience Points~","['【400万PV突破】たしかに成長チートはいらないって言いましたけどスローライフ過ぎやしませんかっ!?\u3000～異世界通販の対価は経験値です～', 'たしかに成長チートはいらないって言いましたけどスローライフすぎやしませんかっ!?\u3000～異世界通販の対価は経験値です～']",japanese,"['kusato zen', '草徒ゼン']","['action', 'adventure', 'fantasy', 'slice of life']","['angels', 'award-winning work', 'cheats', 'dungeons', 'easy going life', 'familial love', 'gods', 'magic', 'magical space', 'male protagonist', 'monster girls', 'nobles', 'reincarnated in another world', 'reincarnation', 'sword and magic']",https://cdn.novelupdates.com/images/2023/08/I-Did-Say-I-Dont-Need-Development-Cheats-but-Isnt-This-Way-Too-Much-of-a-Slow-Life-The-Price-For-Online-Shopping-in-a-Parallel-World-is-Experience-Points.png,"Kamishita Seiji suddenly gets summoned to another world and starts helping God with creating a new world based on RPG games. After teaching the God everything he knows, he gets told that he cannot go back to his former world, so the God offers to give him development cheats, but Seiji thinks it would feel strange to live his life in such a way. As a result, Seiji chooses to reincarnate with a different cheat that lets him get stronger depending on how much effort he spends: He needs ten times more experience to level up than other people do, but in exchange, he can enter dungeons to train as much as he wants without worrying about time. Kamishita Seiji reincarnates as the eldest son of a poor family as Seiji Slowdish, but he is able to use his leftover experience points after leveling up to purchase magic, skills or even goods from Japan.
He receives a book called Parallel World Online Shopping. Thus begins his reincarnation story of great effort and determination to level up and use leftover experience points for online shopping as he still cannot decide whether he’s suffering or having fun."
I Don’t Trust My Twin Sister,['쌍둥이 언니는 믿지 않아요'],korean,"['garamdal', '가람달']","['drama', 'fantasy', 'mystery', 'psychological', 'romance']","['adapted to manhwa', 'aristocracy', 'betrayal', 'contracts', 'cunning protagonist', 'determined protagonist', 'empires', 'european ambience', 'family business', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'misunderstandings', 'nobles', 'reincarnation', 'revenge', 'second chance', 'sickly characters', 'time travel', 'twins', 'wealthy characters', 'younger sisters']",https://cdn.novelupdates.com/images/2019/04/I-Don’t-Trust-My-Twin-Sister.jpg,"The richest woman in the world, Laurentia Aztana, had success in both work and beauty, but her life was unhappy. She discovered that the illness of her sister, Erusia, was a complete lie, and that she was cooperating with her fiancé to buy all of her possessions. It was a treacherous story of betrayal. At the moment Laurentia was forced to turn her back on her pain and remorse, she had gone back eleven years before her engagement. Her faith in Erusia, her affection for her fiancé; all of it could go to hell. Listen carefully, Sister, there is no good sister now. I pledge to redesign my life. The first thing is, I’m tied up with a national hero who cannot possibly deal with the tr*sh left in the past. Oh, the debt that you took unfairly, I’ll fix it. Instead, become my marriage partner."
